1,762517.017,547764.142,64.460
Pl1,762636.060,547651.161,65.543
Pl2,762486.991,547443.525,62.398
Pl3,762517.073,547764.076,63.988
Pl4,762494.081,547740.354,64.226
Pl5,762482.995,547750.672,64.455
Pl6,762410.362,547820.092,63.336
Pl7,762284.426,547738.212,61.503
Road1,762530.132,547759.957,63.867
Road2,762501.075,547779.448,63.580
Road3,762508.184,547786.428,64.586
Road4,762505.385,547774.386,63.618
